text_cleaned,Label,label_encoded
invitation to a local community engagement meeting i am sending a general inquiry regarding: 'invitation to a local community engagement meeting'. the purpose/context of this query is: public relations. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of degree for foreign credential evaluation agency i am sending a general inquiry regarding: 'verification of degree for foreign credential evaluation agency'. the purpose/context of this query is: international education. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of a degree from a defunct program i am sending a general inquiry regarding: 'verification of a degree from a defunct program'. the purpose/context of this query is: historical records check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of certificate for a prospective employer i am sending a general inquiry regarding: 'verification of certificate for a prospective employer'. the purpose/context of this query is: pre-employment check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of alumni status i am sending a general inquiry regarding: 'verification of alumni status (non-degree)'. the purpose/context of this query is: institutional affiliation check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of professional certification i am sending a general inquiry regarding: 'verification of professional certification (internal program)'. the purpose/context of this query is: internal validation. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
bulk verification request from a recruiting firm i am sending a general inquiry regarding: 'bulk verification request from a recruiting firm'. the purpose/context of this query is: mass employment check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of date of graduation and major i am sending a general inquiry regarding: 'verification of date of graduation and major'. the purpose/context of this query is: basic credential check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification request requiring notarized copy i am sending a general inquiry regarding: 'verification request requiring notarized copy'. the purpose/context of this query is: legal requirement. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo inviting faculty to a guest lecture series i am sending a general inquiry regarding: 'memo inviting faculty to a guest lecture series'. the purpose/context of this query is: academic exchange. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo inviting faculty to a guest lecture series i am sending a general inquiry regarding: 'memo inviting faculty to a guest lecture series'. the purpose/context of this query is: academic exchange. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo requesting participation in a joint student exchange program i am sending a general inquiry regarding: 'memo requesting participation in a joint student exchange program'. the purpose/context of this query is: mobility agreement. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo requesting participation in a joint student exchange program i am sending a general inquiry regarding: 'memo requesting participation in a joint student exchange program'. the purpose/context of this query is: mobility agreement. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo proposing an inter-university research consortium i am sending a general inquiry regarding: 'memo proposing an inter-university research consortium'. the purpose/context of this query is: collaborative research. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo proposing an inter-university research consortium i am sending a general inquiry regarding: 'memo proposing an inter-university research consortium'. the purpose/context of this query is: collaborative research. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo inviting administrative staff to a training workshop i am sending a general inquiry regarding: 'memo inviting administrative staff to a training workshop'. the purpose/context of this query is: professional development. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo inviting administrative staff to a training workshop i am sending a general inquiry regarding: 'memo inviting administrative staff to a training workshop'. the purpose/context of this query is: professional development. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo requesting reciprocal library access agreement i am sending a general inquiry regarding: 'memo requesting reciprocal library access agreement'. the purpose/context of this query is: resource sharing. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo requesting reciprocal library access agreement i am sending a general inquiry regarding: 'memo requesting reciprocal library access agreement'. the purpose/context of this query is: resource sharing. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo inviting students to an inter-university sports event i am sending a general inquiry regarding: 'memo inviting students to an inter-university sports event'. the purpose/context of this query is: extracurricular activity. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo inviting students to an inter-university sports event i am sending a general inquiry regarding: 'memo inviting students to an inter-university sports event'. the purpose/context of this query is: extracurricular activity. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo requesting collaboration on a specific grant application i am sending a general inquiry regarding: 'memo requesting collaboration on a specific grant application'. the purpose/context of this query is: shared funding pursuit. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo requesting collaboration on a specific grant application i am sending a general inquiry regarding: 'memo requesting collaboration on a specific grant application'. the purpose/context of this query is: shared funding pursuit. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
memo announcing a new academic program/curriculum i am sending a general inquiry regarding: 'memo announcing a new academic program/curriculum'. the purpose/context of this query is: information sharing. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
query about university operating hours i am sending a general inquiry regarding: 'query about university operating hours'. the purpose/context of this query is: general logistics. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for campus map/directions i am sending a general inquiry regarding: 'request for campus map/directions'. the purpose/context of this query is: visitor assistance. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
inquiry regarding lost and found item i am sending a general inquiry regarding: 'inquiry regarding lost and found item'. the purpose/context of this query is: property query. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for access to archival records i am sending a general inquiry regarding: 'request for access to archival records (non-academic)'. the purpose/context of this query is: historical research. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
query on alumni association membership i am sending a general inquiry regarding: 'query on alumni association membership'. the purpose/context of this query is: post-graduate affiliation. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for use of university venue i am sending a general inquiry regarding: 'request for use of university venue (non-academic event)'. the purpose/context of this query is: facility rental. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
query about it system password reset i am sending a general inquiry regarding: 'query about it system password reset'. the purpose/context of this query is: technical support. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
inquiry on university publications/magazines i am sending a general inquiry regarding: 'inquiry on university publications/magazines'. the purpose/context of this query is: information access. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for library book renewal/extension i am sending a general inquiry regarding: 'request for library book renewal/extension'. the purpose/context of this query is: resource borrowing. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
query about student union election process i am sending a general inquiry regarding: 'query about student union election process'. the purpose/context of this query is: governance question. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
application for external research grant support i am sending a general inquiry regarding: 'application for external research grant support'. the purpose/context of this query is: administrative backing. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
inquiry about campus shuttle bus schedule i am sending a general inquiry regarding: 'inquiry about campus shuttle bus schedule'. the purpose/context of this query is: transportation logistics. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for photocopying/printing services i am sending a general inquiry regarding: 'request for photocopying/printing services'. the purpose/context of this query is: administrative support. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
query regarding university brand guidelines/logo use i am sending a general inquiry regarding: 'query regarding university brand guidelines/logo use'. the purpose/context of this query is: compliance check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for guest wifi access code i am sending a general inquiry regarding: 'request for guest wifi access code'. the purpose/context of this query is: visitor internet access. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
inquiry about public lecture series schedule i am sending a general inquiry regarding: 'inquiry about public lecture series schedule'. the purpose/context of this query is: event attendance. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
request for id card validation sticker i am sending a general inquiry regarding: 'request for id card validation sticker'. the purpose/context of this query is: access renewal. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
query on data privacy policy/gdpr compliance i am sending a general inquiry regarding: 'query on data privacy policy/gdpr compliance'. the purpose/context of this query is: legal inquiry. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification request requiring notarized copy i am sending a general inquiry regarding: 'verification request requiring notarized copy'. the purpose/context of this query is: legal requirement. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
verification of a degree from a defunct program i am sending a general inquiry regarding: 'verification of a degree from a defunct program'. the purpose/context of this query is: historical records check. could you please direct me to the correct office or provide the requested information?,General Inquiry,4
"inquiry about hostel allocation for first semester dear registrar’s office, i would like to inquire about hostel allocation for the first semester as i have not received any information yet.",Hostel / Accommodation,5
"complaint regarding hostel room overcrowding good day, i am writing to report that my hostel room is overcrowded and does not meet the stated accommodation conditions.",Hostel / Accommodation,5
"request for hostel change due to health reasons dear sir/madam, i kindly request a change of hostel due to medical reasons which require a quieter environment.",Hostel / Accommodation,5
clarification on hostel accommodation fees please i would like clarification on the hostel accommodation fees and payment deadline for the current session.,Hostel / Accommodation,5
hostel maintenance issue report i am reporting a maintenance issue in my hostel room involving faulty electrical fittings.,Hostel / Accommodation,5
application for late hostel allocation i wish to apply for hostel accommodation despite missing the initial allocation period.,Hostel / Accommodation,5
hostel exit clearance inquiry i would like to ask about the procedure for hostel exit clearance at the end of the semester.,Hostel / Accommodation,5
request for temporary hostel accommodation kindly assist with information on temporary hostel accommodation while awaiting permanent allocation.,Hostel / Accommodation,5
"complaint about missing course result dear registrar, my result for one of my registered courses is missing on the student portal.",Result / Grade Issues,7
request for correction of wrongly recorded grade i am writing to request a correction of a grade that appears to have been wrongly recorded.,Result / Grade Issues,7
inquiry on result upload delay please i would like to know why my results for the last semester have not been uploaded.,Result / Grade Issues,7
appeal against examination result i wish to formally appeal against the examination result released for one of my courses.,Result / Grade Issues,7
clarification on gpa calculation i need clarification on how my gpa was calculated as it does not reflect my expected performance.,Result / Grade Issues,7
request for review of examination score i kindly request a review of my examination score as i believe there was an error.,Result / Grade Issues,7
result discrepancy complaint there is a discrepancy between my continuous assessment score and final grade displayed on the portal.,Result / Grade Issues,7
missing result for carryover course my carryover course result is missing and i request assistance to resolve this issue.,Result / Grade Issues,7
"request for appointment with the registrar dear sir/madam, i respectfully request an appointment with the registrar to discuss an academic issue.",Meeting Requests,6
meeting request regarding student records i would like to schedule a meeting to discuss discrepancies in my student records.,Meeting Requests,6
appointment request for transcript clarification kindly grant me an appointment to discuss details regarding my transcript application.,Meeting Requests,6
request for meeting on admission documentation i request a meeting to clarify issues related to my admission documents.,Meeting Requests,6
meeting request concerning graduation clearance i would appreciate an opportunity to meet with the registry staff concerning my graduation clearance.,Meeting Requests,6
appointment request for fee-related issue please i am requesting an appointment to discuss a payment issue related to my school fees.,Meeting Requests,6
inquiry about school fees payment deadline i would like to inquire about the deadline for payment of school fees for this academic session.,Fees & Payment,3
complaint about unreflected school fees payment my school fees payment has not been reflected on the portal despite successful payment.,Fees & Payment,3
request for school fees receipt kindly assist me with the issuance of my school fees receipt for documentation purposes.,Fees & Payment,3
clarification on additional charges on fees please clarify the additional charges included in my school fees payment.,Fees & Payment,3
payment reversal request i mistakenly paid the wrong amount and request assistance with payment reversal.,Fees & Payment,3
inquiry about installment payment option i would like to know if installment payment of school fees is allowed.,Fees & Payment,3
complaint about duplicate payment record there appears to be a duplicate payment record under my account and i request correction.,Fees & Payment,3
verification of online payment status please confirm the status of my online school fees payment made recently.,Fees & Payment,3
issue with course registration portal access i am unable to access the course registration portal and request assistance.,Course Registration,2
request to add omitted course i mistakenly omitted a course during registration and request approval to add it.,Course Registration,2
complaint about wrong course registration some courses registered do not match my approved course list.,Course Registration,2
late course registration request i kindly request permission for late course registration due to unforeseen circumstances.,Course Registration,2
inquiry on course registration deadline 1. please provide information on the course registration deadline for the current semester.,Course Registration,2
application for short-term research visa letter i am reaching out regarding a new application/inquiry. the request is for: 'application for short-term research visa letter'. this is related to the goal of visiting scholar. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for pre-sessional english course this is related to the goal of language preparation. the request is for: 'application for pre-sessional english course'. could you please guide me on the relevant application process and documentation required. i am reaching out regarding a new application/inquiry.,Admission Inquiry,0
application for j-1 exchange visitor visa documents i am reaching out regarding a new application/inquiry. the request is for: 'application for j-1 exchange visitor visa documents'. this is related to the goal of exchange program. could you please guide me on the relevant application process and documentation required? looking forward to your response.,Admission Inquiry,0
application for pre-sessional english course i am reaching out regarding a new application/inquiry. the request is for: 'application for pre-sessional english course'. this is related to the goal of language preparation. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for postgraduate taught program i am reaching out regarding a new application/inquiry. the request is for: 'application for postgraduate taught program (m.a./m.sc.)'. this is related to the goal of advanced study. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for non-degree/auditing student status the request is for: 'application for non-degree/auditing student status'. this is related to the goal of course access only. could you please guide me on the relevant application process and documentation required. i am reaching out regarding a new application/inquiry.,Admission Inquiry,0
application for short-term research visa letter i am writing to i am reaching out regarding a new application/inquiry. the request is for: 'application for short-term research visa letter'. this is related to the goal of visiting scholar. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for postgraduate taught program i am reaching out regarding a new application/inquiry. the request is for: 'application for postgraduate taught program (m.a./m.sc.)'. this is related to the goal of advanced study. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for postgraduate taught program i am reaching out with respect to a new application/inquiry. the request is for: 'application for postgraduate taught program (m.a./m.sc.)'. this is related to the goal of advanced study. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for pre-sessional english course the request is for: 'application for pre-sessional english course'. this is related to the goal of language preparation. i am reaching out regarding a new application/inquiry. could you please guide me on the relevant application process and documentation required.,Admission Inquiry,0
application for undergraduate degree program i would appreciate if i am reaching out regarding a new application/inquiry. the request is for: 'application for undergraduate degree program (direct entry)'. this is related to the goal of initial entry. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for pre-sessional english course i am reaching out regarding a new application/inquiry. the request is for: 'application for pre-sessional english course'. this is related to the goal of language preparation. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
application for undergraduate degree program i am reaching out regarding a new application/inquiry. the request is for: 'application for undergraduate degree program (direct entry)'. this is related to the goal of initial entry. could you please guide me on the relevant application process and documentation required?,Admission Inquiry,0
request for certificate of course completion i need assistance with course enrollment/completion documentation. the request is for: 'request for certificate of course completion (non-degree)'. this is needed for the purpose of continuing education. please process this documentation or confirm the necessary steps.,Course Registration,2
request for certificate of attendance this is needed for the purpose of attendance proof. i need assistance with course enrollment/completion documentation. please process this documentation or confirm the necessary steps. the request is for: 'request for certificate of attendance (specific semester)'.,Course Registration,2
confirmation of enrollment letter could you please i need assistance with course enrollment/completion documentation. the request is for: 'confirmation of enrollment letter (part-time student)'. this is needed for the purpose of financial aid/insurance. please process this documentation or confirm the necessary steps.,Course Registration,2
request to add omitted course i need help with course registration for this semester.,Course Registration,2
request to audit a course i need assistance with module enrollment/completion documentation. the request is for: 'request to audit a course (non-credit)'. this is needed for the purpose of professional interest. please process this documentation or confirm the necessary steps.,Course Registration,2
application for late course drop/withdrawal i need assistance with course enrollment/completion documentation. this is needed for the purpose of deadline exception request. the request is for: 'application for late course drop/withdrawal'. please process this documentation or confirm the necessary steps.,Course Registration,2
late course registration request your prompt attention to this matter would be appreciated. i kindly request permission for late course registration due to unforeseen circumstances.,Course Registration,2
request for certificate of attendance i need help with course registration for this semester.,Course Registration,2
request to add omitted course i mistakenly omitted a subject during registration and request approval to add it.,Course Registration,2
request to add omitted course i mistakenly omitted a course during registration and request approval to add it.,Course Registration,2
late course registration request i kindly request permission for late course registration due to unforeseen circumstances. thank you in advance.,Course Registration,2
request for certificate of course completion i am having difficulty registering for my courses.,Course Registration,2
request to change major/minor concentration i need assistance with course enrollment/completion documentation. the request is for: 'request to change major/minor concentration'. this is needed for the purpose of program switch. please process this documentation or confirm the necessary steps.,Course Registration,2
request for official certificate of exemption from course i need assistance with course enrollment/completion documentation. this is needed for the purpose of prior learning credit. the request is for: 'request for official certificate of exemption from course'. please process this documentation or confirm the necessary steps.,Course Registration,2
request for certificate of attendance i hope you can assist me with this. i need assistance with course enrollment/completion documentation. the request is for: 'request for certificate of attendance (specific semester)'. this is needed for the purpose of attendance proof. please process this documentation or confirm the necessary steps.,Course Registration,2
application to exceed credit hour limit i am having difficulty registering for my courses.,Course Registration,2
request to audit a course i need assistance with course enrollment/completion documentation. the request is for: 'request to audit a course (non-credit)'. this is needed for the purpose of professional interest. please process this documentation or confirm the necessary steps.,Course Registration,2
issue with course registration portal access i am unable to access the course registration portal and request assistance.,Course Registration,2
complaint about wrong course registration some courses registered do not match my approved course list. i hope this email finds you well.,Course Registration,2
request to change major/minor concentration could you assist with my course enrollment?,Course Registration,2
late course registration request i kindly need permission for late course registration due to unforeseen circumstances.,Course Registration,2
request for certificate of course completion this is needed for the purpose of continuing education. please process this documentation or confirm the necessary steps. the request is for: 'request for certificate of course completion (non-degree)'. i need assistance with course enrollment/completion documentation.,Course Registration,2
confirmation of enrollment letter i need assistance with course enrollment/completion documentation. the request is for: 'confirmation of enrollment letter (part-time student)'. this is needed for the purpose of financial aid/insurance. please process this documentation or confirm the necessary steps. i would appreciate if.,Course Registration,2
complaint about wrong course registration i am having difficulty registering for my courses.,Course Registration,2
request to add omitted course i mistakenly omitted a course during registration and request approval to add it.,Course Registration,2
complaint about unreflected school fees payment my school fees payment has not been reflected on the portal despite successful payment.,Fees & Payment,3
inquiry about installment payment option i would like to know if installment payment of school fees is allowed.,Fees & Payment,3
complaint about unreflected school fees payment could you please my school fees payment has not been reflected on the portal despite successful payment.,Fees & Payment,3
request for tuition fee refund i have a question regarding my school fees payment.,Fees & Payment,3
inquiry about installment payment option i would like to know if installment payment of school fees is allowed.,Fees & Payment,3
complaint about duplicate payment record there appears to be a duplicate payment record under my account and i request correction.,Fees & Payment,3
complaint about duplicate payment record there appears to be a duplicate payment record under my account and i request correction. thank you in advance.,Fees & Payment,3
request for school fees receipt i have a question regarding my school fees payment.,Fees & Payment,3
request for payment receipt i have a query concerning fees and payment. my request is for: 'request for payment receipt (original copy)'. the issue/reason for this is: tax/sponsor requirement. kindly provide clarification or initiate the relevant financial process.,Fees & Payment,3
application for installment payment plan kindly provide clarification or initiate the relevant financial process. my request is for: 'application for installment payment plan'. the issue/reason for this is: financial difficulty. i have a query concerning fees and payment.,Fees & Payment,3
complaint about duplicate payment record there appears to be a duplicate payment record under my account and i request correction. i would appreciate if.,Fees & Payment,3
application for installment payment plan could you assist me with a fees payment issue?,Fees & Payment,3
letter of sponsorship confirmation i have a query concerning fees and payment. my request is for: 'letter of sponsorship confirmation (third party funded student)'. the issue/reason for this is: financial support verification. kindly provide clarification or initiate the relevant financial process.,Fees & Payment,3
complaint about duplicate payment record there appears to be a duplicate payment record under my account and i request correction.,Fees & Payment,3
inquiry about school fees payment deadline i would like to inquire about the deadline for payment of school fees for this academic session. could you please.,Fees & Payment,3
application for installment payment plan i have a question regarding my school fees payment.,Fees & Payment,3
query on caution fee deduction i have a query concerning fees and payment. my request is for: 'query on caution fee deduction'. the issue/reason for this is: damage assessment. kindly provide clarification or initiate the relevant financial process.,Fees & Payment,3
complaint about unreflected school fees payment my school fees payment has not been reflected on the portal despite successful payment.,Fees & Payment,3
application for visa i have a query concerning fees and payment. my request is for: 'application for visa (sponsor/financial proof letter)'. the issue/reason for this is: financial requirement. kindly provide clarification or initiate the relevant financial process. i am writing to.,Fees & Payment,3
complaint about duplicate payment record i need information about payment of my tuition fees.,Fees & Payment,3
request for tuition fee refund i have a query concerning fees and payment. my request is for: 'request for tuition fee refund'. the issue/reason for this is: course withdrawal/overpayment. kindly provide clarification or initiate the relevant financial process.,Fees & Payment,3
complaint about duplicate payment record there appears to be a duplicate payment record under my account and i request correction.,Fees & Payment,3
clarification on additional charges on fees please clarify the additional charges included in my school fees payment. looking forward to your response.,Fees & Payment,3
request for payment receipt could you assist me with a fees payment issue?,Fees & Payment,3
payment reversal request i mistakenly paid the wrong amount and need assistance with fee reversal.,Fees & Payment,3
missing result for carryover course my carryover course result is missing and i request assistance to resolve this situation,Result / Grade Issues,7
"complaint about missing course result dear registrar, my result for one of my registered courses is missing on the student portal.",Result / Grade Issues,7
result discrepancy complaint there is a discrepancy between my continuous assessment score and final grade displayed on the portal. thank you in advance.,Result / Grade Issues,7
request for transcript annotation i have a question about my grades in {course}.,Result / Grade Issues,7
inquiry about final gpa calculation i have a query or formal request concerning my academic results. the details of the request are: 'inquiry about final gpa calculation'. this is related to: graduation requirement check. i kindly request a review or clarification of the status.,Result / Grade Issues,7
request for certificate of academic merit i have a query or formal request concerning my academic results. the details of the request are: 'request for certificate of academic merit (honours)'. this is related to: achievement recognition. i kindly request a review or clarification of the status.,Result / Grade Issues,7
inquiry about final gpa calculation i hope this email finds you well. i have a query or formal request concerning my academic results. the details of the request are: 'inquiry about final gpa calculation'. this is related to: graduation requirement check. i kindly request a review or clarification of the status.,Result / Grade Issues,7
request for transcript annotation there seems to be an issue with my result for {course}.,Result / Grade Issues,7
request for review of examination score i would you mind request a review of my examination score as i believe there was an error.,Result / Grade Issues,7
request for missing grade investigation the details of the request are: 'request for missing grade investigation'. i kindly request a review or clarification of the status. this is related to: unpublished result inquiry. i have a query or formal request concerning my academic results.,Result / Grade Issues,7
appeal against examination result i wish to formally appeal against the examination result released for one of my courses. thank you in advance.,Result / Grade Issues,7
query on examination malpractice sanction i need clarification on my academic performance in {course}.,Result / Grade Issues,7
inquiry about final gpa calculation i have a query or formal request concerning my academic results. the details of the request are: 'inquiry about final gpa calculation'. this is related to: graduation requirement check. i kindly request a review or clarification of the status.,Result / Grade Issues,7
inquiry on result upload delay please i would like to know why my results for the last semester have not been uploaded.,Result / Grade Issues,7
request for missing grade investigation i hope you can assist me with this. i have a query or formal request concerning my academic results. the details of the request are: 'request for missing grade investigation'. this is related to: unpublished result inquiry. i kindly request a review or clarification of the status.,Result / Grade Issues,7
request for review of examination score i have a question about my grades in {course}.,Result / Grade Issues,7
request for missing grade investigation i have a query or formal request concerning my academic results. the details of the request are: 'request for missing grade investigation'. this is related to: unpublished result inquiry. i kindly request a review or clarification of the status.,Result / Grade Issues,7
request for transcript annotation i kindly request a review or clarification of the status. i have a query or formal request concerning my academic results. this is related to: graduation status clarification. the details of the request are: 'request for transcript annotation (degree classification)'.,Result / Grade Issues,7
request for correction of wrongly recorded grade i am writing to request a correction of a grade that appears to have been wrongly recorded. looking forward to your response.,Result / Grade Issues,7
inquiry about final gpa calculation i need clarification on my academic performance in {course}.,Result / Grade Issues,7
request for review of examination score i could you request a review of my examination score as i believe there was an error.,Result / Grade Issues,7
request for transcript annotation the details of the request are: 'request for transcript annotation (degree classification)'. i kindly request a review or clarification of the status. this is related to: graduation status clarification. i have a query or formal request concerning my academic results.,Result / Grade Issues,7
result discrepancy complaint there is a discrepancy between my continuous assessment score and final grade displayed on the portal. thank you in advance.,Result / Grade Issues,7
request for review of examination score i need clarification on my academic performance in {course}.,Result / Grade Issues,7
result discrepancy complaint there is a discrepancy between my continuous assessment score and final grade displayed on the portal.,Result / Grade Issues,7
query on examination malpractice sanction i kindly request a review or clarification of the status. the details of the request are: 'query on examination malpractice sanction'. i have a query or formal request concerning my academic results. this is related to: disciplinary result review.,Result / Grade Issues,7
application for new hostel accommodation i am writing concerning university accommodation. the specific request is for 'application for new hostel accommodation'. the reason for this request is: initial application for a bedspace. i await your instructions or confirmation regarding this matter.,Hostel / Accommodation,5
request for room change the specific request is for 'request for room change'. i await your instructions or confirmation regarding this matter. the reason for this request is: personal conflict or health reasons. i am writing concerning university accommodation.,Hostel / Accommodation,5
"complaint regarding hostel room overcrowding i am writing to good day, i am writing to report that my hostel room is overcrowded and does not meet the stated accommodation conditions.",Hostel / Accommodation,5
application for late hostel allocation i have a concern about my residence. {issue},Hostel / Accommodation,5
report maintenance issue i am writing concerning university accommodation. the specific request is for 'report maintenance issue (plumbing/electrical)'. the reason for this request is: repair ask for i await your instructions or confirmation regarding this matter.,Hostel / Accommodation,5
"inquiry about hostel allocation for first semester dear registrar’s office, i would like to inquire about hostel allocation for the first semester as i have not received any information yet.",Hostel / Accommodation,5
application for temporary guest accommodation looking forward to your response. i am writing concerning university accommodation. the specific request is for 'application for temporary guest accommodation'. the reason for this request is: visiting scholar/parent. i await your instructions or confirmation regarding this matter.,Hostel / Accommodation,5
report maintenance issue i need assistance with my hostel accommodation. {issue},Hostel / Accommodation,5
application for late hostel allocation i wish to apply for hostel accommodation despite missing the initial allocation period.,Hostel / Accommodation,5
clarification on hostel accommodation fees please i would like clarification on the hostel accommodation fees and payment deadline for the current session.,Hostel / Accommodation,5
report maintenance issue i am writing concerning university accommodation. the specific request is for 'report maintenance issue (plumbing/electrical)'. the reason for this request is: repair request. i await your instructions or confirmation regarding this matter. could you please.,Hostel / Accommodation,5
request for hostel change due to health reasons i need assistance with my hostel accommodation. {issue},Hostel / Accommodation,5
application for temporary guest accommodation i am writing concerning university accommodation. the specific request is for 'application for temporary guest accommodation'. the reason for this request is: visiting scholar/parent. i await your instructions or confirmation regarding this matter.,Hostel / Accommodation,5
hostel exit clearance inquiry i would like to ask about the procedure for hostel exit clearance at the end of the semester.,Hostel / Accommodation,5
request for room change i am writing concerning university accommodation. the specific request is for 'request for room change'. the reason for this request is: personal conflict or health reasons. i await your instructions or confirmation regarding this matter. thank you in advance.,Hostel / Accommodation,5
application for new hostel accommodation i have a concern about my residence. {issue},Hostel / Accommodation,5
report maintenance issue i am writing concerning university accommodation. the specific request is for 'report maintenance situation (plumbing/electrical)'. the reason for this request is: repair request. i await your instructions or confirmation regarding this matter.,Hostel / Accommodation,5
application for late hostel allocation i wish to apply for hostel accommodation despite missing the initial allocation period.,Hostel / Accommodation,5
hostel maintenance issue report i am reporting a maintenance issue in my hostel room involving faulty electrical fittings. your prompt attention to this matter would be appreciated.,Hostel / Accommodation,5
application for temporary guest accommodation i need assistance with my hostel accommodation. {issue},Hostel / Accommodation,5
application for new hostel accommodation i am writing concerning university accommodation. the specific request is for 'application for new hostel accommodation'. the reason for this request is: initial application for a bedspace. i await your instructions or confirmation regarding this matter.,Hostel / Accommodation,5
clarification on hostel accommodation fees please i would like clarification on the hostel accommodation fees and payment deadline for the current session.,Hostel / Accommodation,5
hostel maintenance issue report i am reporting a maintenance issue in my hostel room involving faulty electrical fittings. i hope this email finds you well.,Hostel / Accommodation,5
application for late hostel allocation i need assistance with my hostel accommodation. {issue},Hostel / Accommodation,5
hostel maintenance issue report i am reporting a maintenance issue in my hostel room involving faulty electrical fittings.,Hostel / Accommodation,5
application for temporary guest accommodation i await your instructions or confirmation regarding this matter. the reason for this request is: visiting scholar/parent. i am writing concerning university accommodation. the specific request is for 'application for temporary guest accommodation'.,Hostel / Accommodation,5
hostel maintenance issue report i am reporting a maintenance issue in my hostel room involving faulty electrical fittings. i hope you can assist me with this.,Hostel / Accommodation,5
memo inviting university leadership to a strategy retreat this is an invitation/memo regarding: 'memo inviting university leadership to a strategy retreat'. the stated purpose for this meeting/event is: high-level planning. we require a confirmation of attendance from the relevant parties.,Meeting Requests,6
appointment request for fee-related issue please i am requesting an appointment to discuss a payment issue related to my school fees.,Meeting Requests,6
memo inviting university leadership to a strategy retreat could you please this is an invitation/memo regarding: 'memo inviting university leadership to a strategy retreat'. the stated purpose for this meeting/event is: high-level planning. we require a confirmation of attendance from the relevant parties.,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote can we arrange an appointment regarding {topic}?,Meeting Requests,6
appointment request for fee-related issue please i am requesting an appointment to discuss a payment matter related to my school fees.,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote this is an invitation/memo regarding: 'invitation for the vice-chancellor to deliver a keynote'. we require a confirmation of attendance from the relevant parties. the stated purpose for this meeting/event is: institutional visibility.,Meeting Requests,6
"request for appointment with the registrar dear sir/madam, i respectfully request an appointment with the registrar to discuss an academic issue. thank you in advance.",Meeting Requests,6
request for appointment with the registrar can we arrange an appointment regarding {topic}?,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote this is an invitation/memo regarding: 'invitation for the vice-chancellor to deliver a keynote'. the stated purpose for this meeting/event is: institutional visibility. we require a confirmation of attendance from the relevant parties.,Meeting Requests,6
"request for appointment with the registrar dear sir/madam, i respectfully request an appointment with the registrar to discuss an academic issue.",Meeting Requests,6
